product_id,product_name,category_id,seller_id,brand,sku,price,cost,stock_quantity,created_at,is_active,batch_date
1020,Acer Mechanical Keyboard Pro,3,77,Acer,SKU-ELE-001020,2902.41,2062.16,440,2022-02-15 12:19:42,True,full_load
1021,Philips Electric Kettle Lite,5,118,Philips,SKU-HOM-001021,3648.45,2585.81,2,2024-01-02 16:08:09,False,full_load
1022,Cetaphil Moisturizer Pro,11,156,Cetaphil,SKU-BEA-001022,2250.81,1362.43,452,2025-04-16 00:43:55,True,full_load
1023,HarperCollins Business Book Mini,15,198,HarperCollins,SKU-BOO-001023,1477.17,925.21,446,2023-01-14 19:34:30,False,full_load
1024,Hanabishi Electric Kettle Lite,6,111,Hanabishi,SKU-HOM-001024,7932.05,4852.97,182,2022-02-19 04:53:00,True,full_load
1025,Puma Dumbbell Set Standard,12,186,Puma,SKU-SPO-001025,13106.64,7314.85,369,2023-07-16 01:41:50,True,full_load
1026,Mattel Educational Toy Max,14,45,Mattel,SKU-KID-001026,1783.88,1192.85,375,2022-09-14 14:32:30,True,full_load
1027,H&M Hoodie Mini,9,14,H&M,SKU-FAS-001027,1395.3,1086.55,469,2022-09-25 12:39:10,False,full_load
1028,HarperCollins Fantasy Novel Standard,16,155,HarperCollins,SKU-BOO-001028,626.92,348.18,239,2024-12-18 15:55:03,True,full_load
1029,Under Armour Resistance Bands Lite,13,190,Under Armour,SKU-SPO-001029,12243.03,6816.77,138,2023-05-04 22:04:11,True,full_load
1030,Dowell Nonstick Pan Pro,4,89,Dowell,SKU-HOM-001030,6435.99,3083.6,473,2024-05-23 09:23:02,True,full_load
1031,Tefal Electric Kettle Lite,4,108,Tefal,SKU-HOM-001031,6663.76,3180.86,56,2023-06-30 12:20:48,True,full_load
1032,Adidas Cotton T-Shirt Mini,7,174,Adidas,SKU-FAS-001032,2781.12,2085.78,11,2023-06-18 14:29:04,True,full_load
1033,Nike Dumbbell Set Pro,13,144,Nike,SKU-SPO-001033,4041.96,2881.36,116,2023-06-18 11:32:21,True,full_load
1034,H&M Sneakers Plus,7,36,H&M,SKU-FAS-001034,3393.81,2670.79,344,2024-12-02 16:42:37,True,full_load
1035,Philips Electric Kettle Pro,5,58,Philips,SKU-HOM-001035,6676.57,3589.83,408,2022-05-03 05:00:22,True,full_load
1036,IKEA Dining Chair Pro,5,26,IKEA,SKU-HOM-001036,4191.71,2262.0,180,2024-10-17 08:02:16,True,full_load
1037,Adidas Jogger Pants Mini,7,71,Adidas,SKU-FAS-001037,3541.64,2784.27,453,2022-10-14 20:16:20,True,full_load
1038,Whiskas Cat Toy Max,20,68,Whiskas,SKU-PET-001038,3053.82,2221.37,345,2025-07-29 15:50:30,True,full_load
1039,Acer Bluetooth Speaker Plus,2,47,Acer,SKU-ELE-001039,17693.58,10954.68,268,2022-03-21 09:36:51,True,full_load
1040,The Ordinary Moisturizer Lite,10,58,The Ordinary,SKU-BEA-001040,1095.52,589.72,346,2025-01-15 13:51:54,True,full_load
1041,Cetaphil Facial Cleanser Mini,11,75,Cetaphil,SKU-BEA-001041,225.46,105.2,387,2024-09-08 15:42:46,True,full_load
1042,Penguin Fantasy Novel Pro,15,11,Penguin,SKU-BOO-001042,803.98,450.17,48,2023-05-19 14:16:00,True,full_load
1043,Cetaphil Sunscreen Mini,10,171,Cetaphil,SKU-BEA-001043,1137.75,561.54,386,2023-05-01 16:58:37,True,full_load
1044,Philips Nonstick Pan Max,5,177,Philips,SKU-HOM-001044,4177.14,2734.24,242,2022-07-30 19:43:37,True,full_load
1045,H&M Backpack Pro,9,28,H&M,SKU-FAS-001045,4918.47,2285.38,226,2023-01-20 09:37:55,True,full_load
1046,Tefal Storage Box Plus,6,25,Tefal,SKU-HOM-001046,4142.6,2026.17,425,2023-05-09 03:47:08,True,full_load
1047,L'Oreal Conditioner Max,11,109,L'Oreal,SKU-BEA-001047,1272.93,812.41,452,2023-02-04 17:53:15,True,full_load
1048,H&M Cotton T-Shirt Lite,9,193,H&M,SKU-FAS-001048,225.02,174.79,269,2023-02-05 01:44:01,True,full_load
1049,Logitech USB-C Charger Pro,2,168,Logitech,SKU-ELE-001049,26511.72,15005.3,301,2022-01-22 22:16:04,True,full_load
1050,Under Armour Cycling Gloves Pro,13,16,Under Armour,SKU-SPO-001050,14487.61,11387.43,308,2022-05-11 05:38:33,True,full_load
1051,Nike Hoodie Lite,9,62,Nike,SKU-FAS-001051,2395.01,1423.38,172,2024-07-17 12:21:05,False,full_load
1052,Aozi Dog Food Mini,20,112,Aozi,SKU-PET-001052,2640.64,1422.55,16,2023-06-06 07:35:03,True,full_load
1053,Whiskas Cat Litter Plus,20,185,Whiskas,SKU-PET-001053,3146.61,1455.04,370,2024-12-29 11:14:59,True,full_load
1054,Pedigree Cat Litter Pro,20,59,Pedigree,SKU-PET-001054,292.99,206.19,400,2023-03-12 13:57:30,True,full_load
1055,Hanabishi Nonstick Pan Mini,4,199,Hanabishi,SKU-HOM-001055,7393.31,4167.25,176,2024-02-19 22:58:00,True,full_load
1056,Penshoppe Sneakers Plus,7,24,Penshoppe,SKU-FAS-001056,1389.8,743.83,29,2022-08-25 12:25:37,True,full_load
1057,Adidas Jogger Pants Mini,9,156,Adidas,SKU-FAS-001057,2570.09,1507.93,23,2023-07-23 23:27:09,True,full_load
1058,The Ordinary Moisturizer Plus,10,38,The Ordinary,SKU-BEA-001058,1787.75,1155.19,54,2023-01-05 00:22:22,True,full_load
1059,Nivea Sunscreen Mini,10,34,Nivea,SKU-BEA-001059,1017.25,638.17,193,2023-11-17 22:40:38,True,full_load
1060,Pedigree Dog Food Plus,20,156,Pedigree,SKU-PET-001060,2438.06,1358.38,149,2023-05-30 13:21:05,True,full_load
1061,Simon & Schuster Business Book Pro,16,192,Simon & Schuster,SKU-BOO-001061,1452.87,733.41,43,2025-10-22 19:12:28,True,full_load
1062,Adidas Sneakers Pro,9,182,Adidas,SKU-FAS-001062,974.7,443.09,452,2023-11-09 02:44:01,True,full_load
1063,Apple Wireless Earbuds Plus,3,58,Apple,SKU-ELE-001063,14467.84,9424.05,438,2024-10-11 16:05:21,True,full_load
1064,Under Armour Basketball Standard,13,150,Under Armour,SKU-SPO-001064,12541.7,7170.59,328,2024-11-19 13:15:55,True,full_load
1065,Monde Nissin Instant Coffee Plus,17,5,Monde Nissin,SKU-FOO-001065,219.71,173.88,58,2024-06-27 01:28:32,False,full_load
1066,Sony USB-C Charger Mini,1,120,Sony,SKU-ELE-001066,47612.78,33067.22,32,2025-06-10 13:53:52,True,full_load
1067,L'Oreal Serum Standard,11,55,L'Oreal,SKU-BEA-001067,2087.43,1152.28,218,2025-07-31 18:33:04,True,full_load
1068,Apple Wireless Earbuds Plus,2,158,Apple,SKU-ELE-001068,30110.99,17658.99,250,2024-02-22 00:50:52,True,full_load
1069,Adidas Resistance Bands Standard,12,159,Adidas,SKU-SPO-001069,3009.85,2178.43,281,2024-07-11 06:53:13,True,full_load
1070,Apple Laptop Sleeve Max,1,146,Apple,SKU-ELE-001070,35910.35,24905.78,347,2022-12-05 09:20:07,True,full_load
1071,Logitech Bluetooth Speaker Standard,3,200,Logitech,SKU-ELE-001071,16619.42,8852.94,70,2023-07-12 15:55:32,True,full_load
1072,Nivea Lipstick Standard,10,175,Nivea,SKU-BEA-001072,1168.88,851.89,329,2023-11-18 17:35:54,True,full_load
1073,Dowell Storage Box Mini,6,153,Dowell,SKU-HOM-001073,2425.32,1335.5,100,2025-09-03 05:27:56,True,full_load
1074,Royal Canin Dog Food Standard,20,71,Royal Canin,SKU-PET-001074,3399.59,1939.93,90,2025-06-10 12:39:16,True,full_load
1075,JBL Webcam Pro,3,199,JBL,SKU-ELE-001075,25576.64,19480.79,253,2024-05-20 15:30:45,True,full_load
1076,Tefal Air Fryer Plus,4,9,Tefal,SKU-HOM-001076,4815.59,2469.55,450,2023-06-22 20:01:16,True,full_load
1077,Acer Webcam Max,3,153,Acer,SKU-ELE-001077,26053.54,19686.2,389,2023-12-05 01:44:39,True,full_load
1078,Penguin Business Book Standard,16,61,Penguin,SKU-BOO-001078,742.93,587.57,399,2024-07-28 04:38:10,True,full_load
1079,Royal Canin Dog Leash Plus,19,53,Royal Canin,SKU-PET-001079,1381.6,866.3,235,2024-12-07 12:37:38,True,full_load
1080,Maybelline Serum Plus,10,77,Maybelline,SKU-BEA-001080,1176.56,775.28,74,2025-01-29 01:48:53,True,full_load
1081,Apple Wireless Earbuds Standard,1,109,Apple,SKU-ELE-001081,25245.44,19082.35,124,2025-10-12 11:51:47,True,full_load
1082,Adidas Backpack Pro,9,171,Adidas,SKU-FAS-001082,791.62,397.71,24,2022-04-22 08:05:13,True,full_load
1083,Apple Mechanical Keyboard Pro,1,81,Apple,SKU-ELE-001083,38540.76,19619.0,192,2023-03-13 05:37:37,True,full_load
1084,Asus Gaming Mouse Pro,1,140,Asus,SKU-ELE-001084,37019.39,18602.56,50,2022-01-05 12:56:25,True,full_load
1085,Decathlon Resistance Bands Mini,13,169,Decathlon,SKU-SPO-001085,9277.69,5562.1,120,2025-05-21 16:32:39,True,full_load
1086,The Ordinary Shampoo Pro,10,198,The Ordinary,SKU-BEA-001086,208.78,117.38,374,2024-11-30 07:55:11,True,full_load
1087,O'Reilly Fantasy Novel Standard,15,193,O'Reilly,SKU-BOO-001087,124.49,98.45,399,2025-01-29 04:10:48,True,full_load
1088,Hasbro Building Blocks Pro,14,57,Hasbro,SKU-KID-001088,2531.57,1220.21,289,2024-04-14 22:22:20,True,full_load
1089,Nike Water Bottle Plus,13,175,Nike,SKU-SPO-001089,6904.4,3482.59,125,2024-01-14 22:05:37,True,full_load
1090,IKEA Wardrobe Organizer Plus,4,154,IKEA,SKU-HOM-001090,2104.62,1333.24,303,2024-03-03 16:38:38,True,full_load
1091,Monde Nissin Fruit Juice Max,17,166,Monde Nissin,SKU-FOO-001091,539.85,325.45,23,2022-10-14 02:59:54,True,full_load
1092,Coca-Cola Chocolate Cookies Mini,18,91,Coca-Cola,SKU-FOO-001092,523.18,274.11,367,2024-12-21 11:15:53,True,full_load
1093,Aozi Dog Food Max,19,13,Aozi,SKU-PET-001093,3332.49,2177.45,222,2022-06-27 07:26:38,True,full_load
1094,Oster Nonstick Pan Plus,5,144,Oster,SKU-HOM-001094,7332.57,4555.09,272,2024-11-08 19:34:27,True,full_load
1095,Penguin Mystery Novel Pro,15,83,Penguin,SKU-BOO-001095,1425.96,820.62,3,2023-12-14 16:28:34,True,full_load
1096,Lego Doll House Standard,14,21,Lego,SKU-KID-001096,3809.52,1908.48,135,2024-08-24 13:53:08,True,full_load
1097,Puma Dumbbell Set Mini,12,78,Puma,SKU-SPO-001097,14360.36,10245.19,310,2023-10-15 22:30:22,True,full_load
1098,H&M Casual Polo Mini,9,158,H&M,SKU-FAS-001098,1138.32,572.06,421,2023-08-29 01:03:52,True,full_load
1099,O'Reilly Self-Help Book Max,15,48,O'Reilly,SKU-BOO-001099,773.74,548.96,120,2022-05-02 13:16:20,True,full_load
1100,Dowell Storage Box Plus,5,188,Dowell,SKU-HOM-001100,7504.55,5379.89,345,2025-03-19 05:42:49,True,full_load
1101,Sony USB-C Charger Pro,3,107,Sony,SKU-ELE-001101,41735.96,26634.58,181,2024-06-27 05:29:33,True,full_load
1102,Nivea Conditioner Max,10,35,Nivea,SKU-BEA-001102,1246.58,858.48,397,2025-12-05 20:47:13,True,full_load
1103,Lego Puzzle Set Mini,14,57,Lego,SKU-KID-001103,3447.24,2248.24,106,2024-02-08 01:16:18,True,full_load
1104,Decathlon Cycling Gloves Max,13,51,Decathlon,SKU-SPO-001104,10627.88,5447.38,146,2025-03-07 02:34:20,True,full_load
1105,Adidas Water Bottle Pro,12,12,Adidas,SKU-SPO-001105,4395.55,2419.94,351,2022-12-04 17:50:01,True,full_load
1106,Oster Shoe Rack Standard,5,184,Oster,SKU-HOM-001106,10884.45,6318.71,152,2023-04-15 00:36:50,True,full_load
1107,Adidas Basketball Max,13,98,Adidas,SKU-SPO-001107,1249.42,959.23,372,2022-11-15 03:15:21,True,full_load
1108,Penshoppe Slim Fit Jeans Standard,8,76,Penshoppe,SKU-FAS-001108,3775.83,2536.23,234,2025-06-05 08:33:33,True,full_load
1109,Puma Resistance Bands Plus,12,25,Puma,SKU-SPO-001109,10391.29,4801.06,52,2024-11-08 06:32:34,True,full_load
1110,Decathlon Resistance Bands Standard,13,76,Decathlon,SKU-SPO-001110,8523.18,6628.2,203,2024-07-22 13:37:02,False,full_load
1111,Nivea Moisturizer Max,10,189,Nivea,SKU-BEA-001111,724.44,384.34,245,2023-02-11 21:31:41,True,full_load
1112,H&M Casual Polo Max,9,65,H&M,SKU-FAS-001112,1963.01,1285.97,500,2024-04-16 18:14:47,True,full_load
1113,Logitech Wireless Earbuds Pro,1,152,Logitech,SKU-ELE-001113,44416.61,31892.86,282,2023-08-10 06:39:28,True,full_load
1114,Nike Yoga Mat Mini,12,60,Nike,SKU-SPO-001114,9420.95,5277.89,112,2024-04-20 20:31:08,True,full_load
1115,Coca-Cola Fruit Juice Plus,18,155,Coca-Cola,SKU-FOO-001115,625.41,416.63,353,2022-12-19 15:39:52,True,full_load
1116,Cetaphil Serum Pro,11,196,Cetaphil,SKU-BEA-001116,1943.5,1377.89,487,2025-03-06 03:27:59,True,full_load
1117,Zara Slim Fit Jeans Plus,7,181,Zara,SKU-FAS-001117,1372.35,1051.57,85,2024-09-27 04:26:00,True,full_load
1118,H&M Casual Polo Lite,7,15,H&M,SKU-FAS-001118,538.11,330.91,143,2022-12-13 12:03:48,True,full_load
1119,Lego Educational Toy Plus,14,68,Lego,SKU-KID-001119,1998.55,1551.84,351,2025-12-26 00:31:16,True,full_load
1120,IKEA Wardrobe Organizer Pro,5,25,IKEA,SKU-HOM-001120,9121.92,4711.87,262,2022-07-19 06:43:02,True,full_load
1121,Penguin Fantasy Novel Pro,15,123,Penguin,SKU-BOO-001121,1332.74,898.75,44,2022-02-01 17:23:48,True,full_load
1122,Jack 'n Jill Fruit Juice Plus,18,115,Jack 'n Jill,SKU-FOO-001122,474.95,217.46,434,2022-03-24 23:57:06,True,full_load
1123,Logitech Webcam Lite,3,86,Logitech,SKU-ELE-001123,27941.02,18591.73,404,2025-02-06 14:45:21,True,full_load
1124,Asus Power Bank Max,2,134,Asus,SKU-ELE-001124,2703.68,2121.46,145,2025-10-21 09:16:36,True,full_load
1125,Decathlon Cycling Gloves Standard,12,115,Decathlon,SKU-SPO-001125,6974.37,3233.21,82,2023-05-06 11:02:15,False,full_load
1126,Apple Portable SSD Standard,1,35,Apple,SKU-ELE-001126,27414.47,14981.25,142,2022-06-21 11:13:18,True,full_load
1127,Simon & Schuster Self-Help Book Mini,16,105,Simon & Schuster,SKU-BOO-001127,1432.97,927.34,377,2024-03-13 19:05:37,True,full_load
1128,Apple Wireless Earbuds Max,2,159,Apple,SKU-ELE-001128,30754.83,22305.12,252,2022-04-30 13:37:49,True,full_load
1129,Penshoppe Casual Polo Max,9,176,Penshoppe,SKU-FAS-001129,3403.65,2689.46,124,2025-08-31 09:40:43,True,full_load
1130,Adidas Slim Fit Jeans Pro,9,105,Adidas,SKU-FAS-001130,3856.26,2858.92,236,2024-07-15 10:34:17,False,full_load
1131,Oster Wardrobe Organizer Pro,4,94,Oster,SKU-HOM-001131,5568.54,2795.51,443,2025-03-03 01:53:13,True,full_load
1132,Aozi Cat Toy Mini,20,27,Aozi,SKU-PET-001132,1640.84,808.64,210,2024-08-03 17:47:58,True,full_load
1133,Hanabishi Storage Box Standard,5,144,Hanabishi,SKU-HOM-001133,11090.23,7305.5,429,2024-06-10 14:43:57,True,full_load
1134,Dowell Nonstick Pan Max,4,135,Dowell,SKU-HOM-001134,4940.19,3565.07,500,2024-04-03 22:47:33,False,full_load
1135,Nike Slim Fit Jeans Pro,8,179,Nike,SKU-FAS-001135,1067.09,702.24,421,2024-09-25 20:50:59,True,full_load
1136,Aozi Dog Leash Mini,20,20,Aozi,SKU-PET-001136,3157.63,1616.79,407,2022-10-20 20:43:34,True,full_load
1137,Maybelline Lipstick Pro,11,44,Maybelline,SKU-BEA-001137,1821.78,1297.62,353,2025-05-31 14:27:48,True,full_load
1138,Whiskas Dog Food Max,20,31,Whiskas,SKU-PET-001138,244.35,179.68,440,2024-08-11 16:36:18,True,full_load
1139,Hanabishi Nonstick Pan Standard,4,69,Hanabishi,SKU-HOM-001139,11283.84,7649.35,352,2023-04-28 07:14:45,True,full_load
1140,Adidas Basketball Plus,13,15,Adidas,SKU-SPO-001140,5446.15,3386.55,307,2022-09-11 17:50:18,True,full_load
1141,Oster Electric Kettle Lite,4,76,Oster,SKU-HOM-001141,2689.78,1857.51,174,2022-12-16 09:09:27,True,full_load
1142,Lego Toy Car Max,14,61,Lego,SKU-KID-001142,4120.34,2762.07,142,2025-08-14 09:05:29,False,full_load
1143,Decathlon Water Bottle Pro,12,56,Decathlon,SKU-SPO-001143,3256.34,1835.27,466,2022-08-15 00:37:49,True,full_load
1144,Pedigree Dog Leash Mini,20,88,Pedigree,SKU-PET-001144,2729.04,1822.64,426,2022-04-19 08:05:23,True,full_load
1145,HarperCollins Business Book Lite,15,190,HarperCollins,SKU-BOO-001145,325.5,258.17,449,2025-09-29 22:34:25,True,full_load
1146,Oster Wardrobe Organizer Max,6,190,Oster,SKU-HOM-001146,5446.66,4328.97,91,2025-10-27 00:59:46,True,full_load
1147,Adidas Water Bottle Pro,13,28,Adidas,SKU-SPO-001147,11416.24,7322.29,415,2023-09-23 09:55:10,True,full_load
1148,Hanabishi Shoe Rack Pro,5,179,Hanabishi,SKU-HOM-001148,1804.72,1135.9,306,2024-06-06 17:08:15,True,full_load
1149,Lego Toy Car Plus,14,67,Lego,SKU-KID-001149,1893.95,944.62,284,2025-04-15 03:08:17,True,full_load
1150,Nestle Potato Chips Max,18,60,Nestle,SKU-FOO-001150,299.28,212.93,397,2022-12-05 01:45:42,True,full_load
1151,Nike Backpack Lite,7,63,Nike,SKU-FAS-001151,461.06,250.37,266,2023-09-14 06:56:56,True,full_load
1152,Penguin Fantasy Novel Max,15,87,Penguin,SKU-BOO-001152,773.14,372.04,338,2024-12-16 19:56:38,True,full_load
1153,Zara Backpack Pro,7,149,Zara,SKU-FAS-001153,2167.9,1611.77,142,2024-09-05 02:35:48,True,full_load
1154,Zara Running Shoes Plus,7,9,Zara,SKU-FAS-001154,2152.74,1340.2,235,2022-06-17 04:02:02,True,full_load
1155,Xiaomi Laptop Sleeve Plus,2,199,Xiaomi,SKU-ELE-001155,18745.64,12871.44,473,2025-03-27 07:03:35,True,full_load
1156,Zara Slim Fit Jeans Standard,7,103,Zara,SKU-FAS-001156,2856.75,1373.98,105,2025-09-24 21:47:07,True,full_load
1157,Philips LED Desk Lamp Max,6,160,Philips,SKU-HOM-001157,9483.07,4359.4,14,2023-12-05 10:24:01,True,full_load
1158,Penguin Self-Help Book Plus,16,35,Penguin,SKU-BOO-001158,1212.76,643.08,361,2022-12-18 15:25:15,True,full_load
1159,Penshoppe Running Shoes Mini,8,3,Penshoppe,SKU-FAS-001159,2633.83,1202.49,333,2022-07-25 23:50:23,True,full_load
1160,Dowell Air Fryer Standard,4,44,Dowell,SKU-HOM-001160,6832.12,5347.76,315,2024-12-05 07:22:40,True,full_load
1161,Xiaomi Wireless Earbuds Max,3,185,Xiaomi,SKU-ELE-001161,16882.12,10611.94,467,2024-11-12 13:42:18,True,full_load
1162,Adidas Jogger Pants Mini,9,188,Adidas,SKU-FAS-001162,494.34,361.75,461,2023-04-25 07:14:51,True,full_load
1163,Maybelline Shampoo Mini,11,140,Maybelline,SKU-BEA-001163,422.54,265.0,137,2023-03-27 19:02:25,True,full_load
1164,Decathlon Dumbbell Set Pro,12,195,Decathlon,SKU-SPO-001164,3979.23,2279.61,342,2024-11-05 21:07:03,True,full_load
1165,Oster LED Desk Lamp Mini,5,178,Oster,SKU-HOM-001165,10515.51,7620.52,357,2022-01-12 09:00:58,True,full_load
1166,Hasbro Puzzle Set Plus,14,113,Hasbro,SKU-KID-001166,1551.89,889.17,480,2025-10-21 11:20:54,True,full_load
1167,JBL Bluetooth Speaker Mini,1,172,JBL,SKU-ELE-001167,32266.29,16507.8,140,2023-10-10 01:18:19,True,full_load
1168,Simon & Schuster Programming Guide Mini,16,148,Simon & Schuster,SKU-BOO-001168,1075.5,556.67,179,2024-02-08 22:40:08,True,full_load
1169,Apple Mechanical Keyboard Max,2,139,Apple,SKU-ELE-001169,30794.19,15148.35,163,2022-03-02 11:28:04,True,full_load
1170,Coca-Cola Potato Chips Mini,18,163,Coca-Cola,SKU-FOO-001170,671.56,369.34,350,2022-05-25 23:55:08,True,full_load
1171,Jack 'n Jill Instant Coffee Max,18,15,Jack 'n Jill,SKU-FOO-001171,231.8,126.83,38,2025-08-29 02:01:43,True,full_load
1172,Apple Wireless Earbuds Plus,1,200,Apple,SKU-ELE-001172,31741.28,15652.77,162,2022-11-07 02:53:42,True,full_load
1173,Oster Dining Chair Plus,4,158,Oster,SKU-HOM-001173,483.98,294.0,303,2024-06-16 17:56:31,False,full_load
1174,Dowell Dining Chair Pro,5,10,Dowell,SKU-HOM-001174,4482.04,2607.04,195,2024-01-17 02:19:08,True,full_load
1175,JBL Power Bank Pro,1,111,JBL,SKU-ELE-001175,30698.93,20543.41,85,2025-04-19 11:48:15,True,full_load
1176,Tefal Shoe Rack Standard,5,60,Tefal,SKU-HOM-001176,11309.48,7614.9,128,2024-06-02 09:58:10,True,full_load
1177,Jack 'n Jill Instant Coffee Lite,18,17,Jack 'n Jill,SKU-FOO-001177,483.93,257.99,8,2024-11-17 09:12:17,True,full_load
1178,Uniqlo Running Shoes Mini,7,60,Uniqlo,SKU-FAS-001178,1900.26,1316.87,323,2024-10-12 11:53:20,True,full_load
1179,Nestle Fruit Juice Max,17,76,Nestle,SKU-FOO-001179,405.99,315.01,90,2024-11-12 00:12:58,True,full_load
1180,Royal Canin Dog Leash Pro,20,49,Royal Canin,SKU-PET-001180,305.76,238.29,412,2022-11-10 03:08:22,True,full_load
1181,The Ordinary Serum Pro,11,133,The Ordinary,SKU-BEA-001181,258.67,177.52,131,2023-01-05 22:07:45,True,full_load
1182,Apple Webcam Max,2,95,Apple,SKU-ELE-001182,13546.94,9704.18,462,2023-11-09 13:58:07,True,full_load
1183,Nike Jogger Pants Mini,8,188,Nike,SKU-FAS-001183,1502.35,790.8,147,2025-06-15 07:08:42,True,full_load
1184,Sony USB-C Charger Lite,2,64,Sony,SKU-ELE-001184,22877.79,11551.97,283,2022-07-27 11:08:02,True,full_load
1185,Under Armour Dumbbell Set Pro,13,6,Under Armour,SKU-SPO-001185,10701.9,4939.13,420,2023-06-13 05:04:52,True,full_load
1186,Oster Dining Chair Lite,6,148,Oster,SKU-HOM-001186,5742.12,4024.39,462,2024-09-11 06:22:43,False,full_load
1187,Pepsi Trail Mix Mini,17,160,Pepsi,SKU-FOO-001187,716.97,405.4,471,2025-09-27 16:38:16,True,full_load
1188,Nike Resistance Bands Lite,13,162,Nike,SKU-SPO-001188,3982.99,2920.94,413,2023-10-26 04:43:52,True,full_load
1189,Uniqlo Casual Polo Pro,9,109,Uniqlo,SKU-FAS-001189,909.1,666.71,307,2023-05-17 07:43:19,True,full_load
1190,Hasbro Puzzle Set Standard,14,121,Hasbro,SKU-KID-001190,3621.72,2564.13,234,2023-02-06 17:50:19,True,full_load
1191,Hanabishi LED Desk Lamp Standard,5,141,Hanabishi,SKU-HOM-001191,5887.05,3420.92,390,2022-02-28 11:09:22,True,full_load
1192,Royal Canin Pet Shampoo Pro,19,151,Royal Canin,SKU-PET-001192,1586.15,983.44,260,2024-05-05 03:20:08,False,full_load
1193,Cetaphil Sunscreen Plus,10,55,Cetaphil,SKU-BEA-001193,322.81,150.52,312,2025-02-07 14:09:04,True,full_load
1194,Under Armour Cycling Gloves Max,12,171,Under Armour,SKU-SPO-001194,2929.24,2022.15,230,2023-10-30 12:21:28,True,full_load
1195,Decathlon Dumbbell Set Max,13,157,Decathlon,SKU-SPO-001195,1937.71,1437.74,209,2022-01-26 11:28:40,True,full_load
1196,Nestle Fruit Juice Lite,18,118,Nestle,SKU-FOO-001196,709.56,493.37,43,2022-03-21 23:41:45,True,full_load
1197,O'Reilly Programming Guide Standard,15,160,O'Reilly,SKU-BOO-001197,705.89,488.09,493,2022-02-10 21:09:50,True,full_load
1198,Royal Canin Dog Leash Standard,19,135,Royal Canin,SKU-PET-001198,719.77,466.35,200,2023-06-08 01:55:08,True,full_load
1199,Monde Nissin Fruit Juice Plus,17,92,Monde Nissin,SKU-FOO-001199,544.17,312.48,0,2023-05-22 02:25:12,True,full_load
1200,Zara Jogger Pants Standard,7,20,Zara,SKU-FAS-001200,3145.2,1472.76,49,2024-12-02 00:19:17,True,full_load
1201,Asus Smartphone Lite,1,170,Asus,SKU-ELE-001201,37183.75,20886.07,370,2025-10-09 14:59:13,True,full_load
1202,Cetaphil Shampoo Pro,10,53,Cetaphil,SKU-BEA-001202,405.33,212.42,312,2023-07-26 13:41:57,True,full_load
1203,Simon & Schuster Programming Guide Mini,15,112,Simon & Schuster,SKU-BOO-001203,1415.21,908.55,388,2023-05-19 15:14:36,True,full_load
1204,Mattel Educational Toy Max,14,166,Mattel,SKU-KID-001204,1335.17,946.53,362,2025-08-24 02:30:30,True,full_load
1205,Under Armour Dumbbell Set Mini,12,59,Under Armour,SKU-SPO-001205,8412.62,4176.69,69,2022-03-12 18:38:33,True,full_load
1206,Oster Dining Chair Lite,5,192,Oster,SKU-HOM-001206,1160.21,739.19,36,2023-11-07 04:18:42,True,full_load
1207,HarperCollins Business Book Max,16,180,HarperCollins,SKU-BOO-001207,1216.52,691.74,153,2022-07-13 04:54:38,False,full_load
1208,Royal Canin Dog Food Plus,19,34,Royal Canin,SKU-PET-001208,1580.3,925.97,123,2025-08-27 19:43:29,True,full_load
1209,Philips Shoe Rack Plus,4,181,Philips,SKU-HOM-001209,8124.84,4896.62,386,2022-09-25 20:38:37,True,full_load
1210,The Ordinary Conditioner Standard,11,78,The Ordinary,SKU-BEA-001210,214.4,105.01,210,2024-09-04 09:43:02,True,full_load
1211,Zara Sneakers Lite,8,64,Zara,SKU-FAS-001211,4815.06,3067.33,388,2023-01-15 19:23:23,True,full_load
1212,Maybelline Shampoo Max,10,144,Maybelline,SKU-BEA-001212,271.11,203.08,165,2022-11-01 06:16:39,True,full_load
1213,Pedigree Dog Food Standard,19,57,Pedigree,SKU-PET-001213,697.25,365.23,40,2025-04-10 19:29:48,True,full_load
1214,H&M Jogger Pants Lite,7,37,H&M,SKU-FAS-001214,2789.67,1751.43,43,2023-06-03 00:25:17,False,full_load
1215,L'Oreal Facial Cleanser Mini,10,157,L'Oreal,SKU-BEA-001215,1172.03,606.27,471,2024-09-25 09:36:27,True,full_load
1216,Sony Portable SSD Max,1,95,Sony,SKU-ELE-001216,6843.67,5009.62,268,2023-06-29 03:18:56,True,full_load
1217,IKEA LED Desk Lamp Max,5,122,IKEA,SKU-HOM-001217,7594.65,4663.23,212,2023-05-24 19:52:15,True,full_load
1218,O'Reilly Mystery Novel Mini,15,50,O'Reilly,SKU-BOO-001218,1032.67,559.52,348,2023-04-18 07:36:13,True,full_load
1219,Simon & Schuster Self-Help Book Lite,16,161,Simon & Schuster,SKU-BOO-001219,867.5,554.18,306,2025-04-28 01:25:44,True,full_load
1220,Xiaomi Mechanical Keyboard Standard,3,190,Xiaomi,SKU-ELE-001220,42472.92,25952.49,36,2024-04-14 12:54:00,True,full_load
1221,Tefal LED Desk Lamp Mini,4,39,Tefal,SKU-HOM-001221,2050.26,1564.48,347,2023-11-15 02:51:37,True,full_load
